"","DONOR","RECIPIENT","SECTOR","MEASURE","CHANNEL","MODALITY","FLOW_TYPE","PRICE_BASE","MD_DIM","MD_ID","UNIT_MEASURE","BASE_PER","UNIT_MULT","obsTime","obsValue","OBS_STATUS","DECIMALS"
"21","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",0.652057,"A","3"
"22","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",1.285511,"A","3"
"23","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",1.147549,"A","3"
"24","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",0.972614,"A","3"
"25","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.85368,"A","3"
"26","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.723653,"A","3"
"27","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",1.310851,"A","3"
"28","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",0.002542,"A","3"
"29","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",1.147549,"A","3"
"30","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.056932,"A","3"
"31","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.046772,"A","3"
"32","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.029525,"A","3"
"33","ALLD","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",0.00324,"A","3"
"34","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",0.632716,"A","3"
"35","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.723653,"A","3"
"36","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",0.972614,"A","3"
"37","ALLD","CRI","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.013307,"A","3"
"38","ALLD","CRI","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.036659,"A","3"
"39","ALLD","CRI","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.023085,"A","3"
"40","ALLD","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.312999,"A","3"
"41","ALLD","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",1.820548,"A","3"
"42","ALLD","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",0.586542,"A","3"
"43","ALLD","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.043467,"A","3"
"44","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",26.818929,"A","3"
"45","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",13.466554,"A","3"
"46","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",12.067904,"A","3"
"47","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",3.413937,"A","3"
"48","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",12.189403,"A","3"
"49","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",27.51029,"A","3"
"50","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",21.783677,"A","3"
"51","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",8.51867,"A","3"
"52","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",18.800476,"A","3"
"53","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",27.972998,"A","3"
"54","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",12.12194,"A","3"
"55","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",15.3408,"A","3"
"56","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",14.39264,"A","3"
"57","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",5.803181,"A","3"
"58","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",3.93381,"A","3"
"59","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",5.23701,"A","3"
"60","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.044256,"A","3"
"61","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",4.335867,"A","3"
"62","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",1.872664,"A","3"
"63","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",1.434491,"A","3"
"64","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",3.751252,"A","3"
"65","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",14.702746,"A","3"
"66","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",15.467148,"A","3"
"67","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",7.736415,"A","3"
"68","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",4.202107,"A","3"
"69","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",6.334227,"A","3"
"70","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",4.086196,"A","3"
"71","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",0.650524,"A","3"
"72","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",3.440383,"A","3"
"73","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",10.147144,"A","3"
"74","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",7.467417,"A","3"
"75","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",4.671233,"A","3"
"76","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.845941,"A","3"
"77","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",8.902163,"A","3"
"78","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",22.579476,"A","3"
"79","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",6.758477,"A","3"
"80","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",7.354526,"A","3"
"81","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",4.133345,"A","3"
"82","ALLD","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",5.308446,"A","3"
"83","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",1.633983,"A","3"
"84","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",3.102856,"A","3"
"85","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",5.903599,"A","3"
"86","9OTH012","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.026202,"A","3"
"87","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",7.35237,"A","3"
"88","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",12.169683,"A","3"
"89","USA","AFG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",0.795603,"A","3"
"90","USA","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",0.003897,"A","3"
"91","USA","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",0.008577,"A","3"
"92","ALLD","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.005155,"A","3"
"93","ALLD","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.000595,"A","3"
"94","ALLD","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.012472,"A","3"
"95","ALLD","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",0.008183,"A","3"
"96","9OTH012","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",1.854915,"A","3"
"97","9OTH012","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",1.820548,"A","3"
"98","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.85368,"A","3"
"99","ALLD","MUS","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.008523,"A","3"
"100","ALLD","MUS","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.011727,"A","3"
"101","ALLD","MUS","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",0.001543,"A","3"
"102","ALLD","MUS","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",0.004188,"A","3"
"103","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",1.760901,"A","3"
"104","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",3.636321,"A","3"
"105","ALLD","ARG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.011526,"A","3"
"106","ALLD","ARG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.016203,"A","3"
"107","ALLD","ARG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.016374,"A","3"
"108","ALLD","ARG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",9.1e-05,"A","3"
"109","ALLD","ARG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",0.004286,"A","3"
"110","ALLD","ARG","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",0.011966,"A","3"
"111","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",1.098926,"A","3"
"112","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",1.602523,"A","3"
"113","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",0.473989,"A","3"
"114","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",1.30127,"A","3"
"115","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",0.074027,"A","3"
"116","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",3.172471,"A","3"
"117","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.446164,"A","3"
"118","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",2.896443,"A","3"
"119","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",1.776879,"A","3"
"120","USA","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",0.001216,"A","3"
"121","USA","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.157451,"A","3"
"122","USA","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",0.642362,"A","3"
"123","USA","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",0.282207,"A","3"
"124","USA","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.438382,"A","3"
"125","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",2.267464,"A","3"
"126","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.936397,"A","3"
"127","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",4.621348,"A","3"
"128","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",1.019063,"A","3"
"129","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",2.238914,"A","3"
"130","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",6.139182,"A","3"
"131","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",1.602523,"A","3"
"132","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",9.772544,"A","3"
"133","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.263399,"A","3"
"134","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.464542,"A","3"
"135","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.962254,"A","3"
"136","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.094328,"A","3"
"137","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",1.804125,"A","3"
"138","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",0.473842,"A","3"
"139","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",1.097234,"A","3"
"140","9OTH012","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",1.214723,"A","3"
"141","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",6.139182,"A","3"
"142","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",4.929302,"A","3"
"143","ALLD","AGO","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",1.804125,"A","3"
"144","ALLD","DZA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.008504,"A","3"
"145","ALLD","DZA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.008607,"A","3"
"146","ALLD","DZA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",0.033119,"A","3"
"147","ALLD","DZA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.006579,"A","3"
"148","ALLD","DZA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",0.000617,"A","3"
"149","ALLD","DZA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",0.012621,"A","3"
"150","ALLD","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.007884,"A","3"
"151","ALLD","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.014822,"A","3"
"152","ALLD","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.007527,"A","3"
"153","ALLD","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",0.002187,"A","3"
"154","ALLD","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",0.001748,"A","3"
"155","9OTH012","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",0.586542,"A","3"
"156","9OTH012","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",2.354947,"A","3"
"157","9OTH012","COL","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",0.325225,"A","3"
"158","9OTH012","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.375053,"A","3"
"159","9OTH012","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",0.136165,"A","3"
"160","9OTH012","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",0.015824,"A","3"
"161","9OTH012","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.329407,"A","3"
"162","ALLD","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",0.519911,"A","3"
"163","USA","ALB","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.138927,"A","3"
"164","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.662025,"A","3"
"165","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.693473,"A","3"
"166","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",2.284654,"A","3"
"167","ALLD","FSM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.013956,"A","3"
"168","ALLD","FSM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.017727,"A","3"
"169","ALLD","FSM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.005317,"A","3"
"170","ALLD","FSM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",0.05712,"A","3"
"171","ALLD","FSM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",0.04852,"A","3"
"172","ALLD","FSM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",0.001607,"A","3"
"173","ALLD","MUS","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",0.002942,"A","3"
"174","ALLD","MUS","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.026313,"A","3"
"175","ALLD","MUS","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.00764,"A","3"
"176","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",11.501098,"A","3"
"177","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",5.899173,"A","3"
"178","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",1.998201,"A","3"
"179","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",9.349183,"A","3"
"180","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",5.286,"A","3"
"181","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",3.13174,"A","3"
"182","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",3.105811,"A","3"
"183","USA","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",0.010005,"A","3"
"184","USA","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.091001,"A","3"
"185","USA","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",0.016466,"A","3"
"186","USA","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",0.093722,"A","3"
"187","USA","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.004334,"A","3"
"188","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",2.110401,"A","3"
"189","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",2.235885,"A","3"
"190","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",3.022618,"A","3"
"191","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",2.947862,"A","3"
"192","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",4.295429,"A","3"
"193","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",11.501098,"A","3"
"194","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",1.853319,"A","3"
"195","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",5.899173,"A","3"
"196","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.076089,"A","3"
"197","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",7.969773,"A","3"
"198","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2023",0.011465,"A","3"
"199","ALLD","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.066365,"A","3"
"200","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",6.095305,"A","3"
"201","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",5.113209,"A","3"
"202","9OTH012","MDA","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",9.194176,"A","3"
"203","USA","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",0.456074,"A","3"
"204","USA","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.176952,"A","3"
"205","USA","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",0.573079,"A","3"
"206","USA","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",0.813797,"A","3"
"207","USA","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",0.471132,"A","3"
"208","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",10.288946,"A","3"
"209","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",2.240837,"A","3"
"210","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",4.364395,"A","3"
"211","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",2.464915,"A","3"
"212","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",2.394693,"A","3"
"213","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",3.015821,"A","3"
"214","ALLD","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2020",1e-06,"A","3"
"215","ALLD","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",0.001298,"A","3"
"216","ALLD","TUR","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",0.003261,"A","3"
"217","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",1.310851,"A","3"
"218","USA","MEX","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",1.266131,"A","3"
"219","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",5.613032,"A","3"
"220","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",1.385392,"A","3"
"221","9OTH012","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",2.606374,"A","3"
"222","ALLD","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2022",0.088365,"A","3"
"223","ALLD","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2021",0.054425,"A","3"
"224","ALLD","AZE","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",2.474685,"A","3"
"225","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",1.773923,"A","3"
"226","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",2.000872,"A","3"
"227","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",2.195093,"A","3"
"228","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",4.193776,"A","3"
"229","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",3.074585,"A","3"
"230","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",2.835785,"A","3"
"231","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",2.72943,"A","3"
"232","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",1.095327,"A","3"
"233","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",2.394013,"A","3"
"234","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2017",0.354042,"A","3"
"235","ALLD","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2007",2.441603,"A","3"
"236","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2019",0.454059,"A","3"
"237","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2016",0.626491,"A","3"
"238","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2015",0.119908,"A","3"
"239","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2014",0.069518,"A","3"
"240","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2013",0.100791,"A","3"
"241","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2009",0.373967,"A","3"
"242","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",0.471242,"A","3"
"243","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",1.016415,"A","3"
"244","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",0.262917,"A","3"
"245","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",0.390841,"A","3"
"246","USA","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.138927,"A","3"
"247","9OTH012","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2011",1.713015,"A","3"
"248","9OTH012","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2010",2.486688,"A","3"
"249","9OTH012","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2018",3.165079,"A","3"
"250","9OTH012","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2012",2.683744,"A","3"
"251","9OTH012","ARM","12263","100","_T","_T","D","Q","_T","0","USD","2023","6","2008",0.595602,"A","3"
