Country,name,SubDiv,Year,icd,Cause,cause1,Sex,Frmat,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Deaths6,Deaths7,Deaths8,Deaths9,Deaths10,Deaths11,Deaths12,Deaths13,Deaths14,Deaths15,Deaths16,Deaths17,Deaths18,Deaths19,Deaths20,Deaths21,Deaths22,Deaths23,Deaths24,Deaths25,Deaths26
4005,Albania,,2000,09B,B00,tot,1,01,9493,328,86,51,34,21,112,76,135,195,189,188,201,223,228,314,459,748,1011,1242,1162,1027,975,,,488
4005,Albania,,2000,09B,B00,tot,2,01,6918,254,58,58,24,11,57,42,47,54,64,60,95,117,146,151,207,321,458,732,934,988,1745,,,295
4005,Albania,,2000,09B,,ill,1,01,775,37,5,6,5,2,4,5,7,17,8,11,7,4,8,6,12,20,35,47,90,150,258,,,31
4005,Albania,,2000,09B,,ill,2,01,904,25,7,9,1,2,7,3,1,4,3,6,1,3,5,2,8,7,16,44,83,168,472,,,27
4005,Albania,,2000,09B,B02,TB,1,01,13,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,1,,,0
4005,Albania,,2000,09B,B02,TB,2,01,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B020,TB,1,01,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,1,,,0
4005,Albania,,2000,09B,B020,TB,2,01,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B021,TB,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B021,TB,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B022,TB,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B022,TB,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B023,TB,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B023,TB,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B024,TB,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B024,TB,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B025,TB,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B025,TB,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B029,TB,1,01,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B029,TB,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B077,TB,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B077,TB,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B184,HIV,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2000,09B,B184,HIV,2,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2001,09B,B00,tot,1,01,8716,353,48,41,19,24,88,81,123,146,172,177,210,208,260,334,445,777,959,1247,1062,1063,879,,,0
4005,Albania,,2001,09B,B00,tot,2,01,6427,250,53,40,10,14,49,29,58,65,69,80,84,133,138,161,173,331,467,797,961,1026,1439,,,0
4005,Albania,,2001,09B,,ill,1,01,633,55,7,5,0,1,4,5,6,7,7,9,7,6,6,6,11,16,17,48,65,140,205,,,0
4005,Albania,,2001,09B,,ill,2,01,733,29,6,3,1,2,3,2,1,4,3,4,7,1,4,3,5,8,20,40,74,144,369,,,0
4005,Albania,,2001,09B,B02,TB,1,01,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,,,0
4005,Albania,,2001,09B,B02,TB,2,01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,,,0
4005,Albania,,2001,09B,B020,TB,1,01,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,,0
4005,Albania,,2001,09B,B020,TB,2,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,,0
4005,Albania,,2001,09B,B021,TB,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
4005,Albania,,2001,09B,B021,TB,2,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0
