IND_ID,IND_CODE,INDICATOR_NAME,YEAR,COUNTRY,DISAGGR_1,DISAGGR_2,UNIT,VALUE,VALUE_LO,VALUE_HI
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Belgium,Female,45-54 years,Number,0.852597004,0.641511721,1.063682287
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Belgium,Female,55-64 years,Number,0,0,0
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Male,65 years and older,Number,795.9774351,0,3279.371755
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,0-4 years,Number,1101.402523,0,3857.565484
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,5-14 years,Number,428.8807237,0,2407.179838
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,15-24 years,Number,1485.781302,0,4480.409588
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,25-34 years,Number,1418.733709,0,4378.150813
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,35-44 years,Number,1256.589358,0,4120.377077
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,45-54 years,Number,877.3067681,0,3442.833447
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,55-64 years,Number,687.7964515,0,3048.38797
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Angola,Female,65 years and older,Number,577.8774957,0,2794.204351
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Anguilla,Male,0-4 years,Number,0.014615377,0,0.126866037
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Belgium,Female,65 years and older,Number,12.95980094,12.13682864,13.78277324
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,0-4 years,Number,61.17582353,0,262.0838059
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,5-14 years,Number,18.61458452,0,144.5695896
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,15-24 years,Number,102.4626893,0,339.1822759
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,25-34 years,Number,155.4795387,0,417.81776
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,35-44 years,Number,153.1458699,0,414.6702888
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,45-54 years,Number,115.4131569,0,359.9796372
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,55-64 years,Number,72.16470462,0,284.6509869
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Male,65 years and older,Number,63.66291512,0,267.3582163
4F887DE48F8D6C,TB_e_mort_agesex_num,Estimated number of TB deaths by age and sex,2023,Benin,Female,0-4 years,Number,50.57417647,0,238.2948653
