country,iso3,g.whoregion,row.rank.ret,year.ret,source.ret,all.areas.covered.ret,area.desc.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi,dr.h.nr.ret,dr.h.nr.ret.pcnt,dr.h.nr.ret.pcnt.lo,dr.h.nr.ret.pcnt.hi
Turkmenistan,TKM,EUR,4,2013,Survey,1,,A,170,,37.6,30.3,45.4,,0.6,0.0,3.2,,,,,,,,,,,,,,,,,,,,28.8,22.1,36.3
Timor-Leste,TLS,SEA,1,2019,Survey,1,,A,5,,0.0,0.0,100.0,,,,,,,,,,73,,2.7,0.5,8.2,,0.0,0.0,100.0,,20.0,1.3,62.8,,0.0,0.0,100.0
Tonga,TON,WPR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Trinidad and Tobago,TTO,AMR,1,2018,Surveillance,1,,A,0,,,,,,,,,,,,,,21,1,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,1,2021,Surveillance,1,,R,30,9,,,,,,,,,,,,,30,11,,,,9,,,,11,,,,,,,
Tunisia,TUN,EMR,2,2020,Surveillance,1,,R,22,7,,,,,,,,,,,,,22,7,,,,13,,,,7,,,,,,,
Tunisia,TUN,EMR,3,2018,Surveillance,1,,A,,8,,,,,,,,,,,,,30,8,,,,8,,,,8,,,,,,,
Tunisia,TUN,EMR,4,2017,Surveillance,1,,A,70,9,,,,,,,,,,,,,70,9,,,,9,,,,9,,,,,,,
Tunisia,TUN,EMR,5,2016,Surveillance,1,,A,71,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Tunisia,TUN,EMR,6,2015,Surveillance,1,,A,41,7,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Tunisia,TUN,EMR,7,2012,Survey,1,,A,84,,11.7,4.5,18.9,,,2.6,,,,,,,,,,,,,,,,,,,,,3.8,,
Türkiye,TUR,EUR,1,2024,Surveillance,1,,A,257,27,,,,,,,,,,,,,272,31,,,,55,,,,31,,,,,,,
Türkiye,TUR,EUR,2,2023,Surveillance,1,,A,248,24,,,,,,,,,,,,,252,30,,,,58,,,,30,,,,,,,
Türkiye,TUR,EUR,3,2022,Surveillance,1,,A,280,26,,,,,,,,,,,,,289,33,,,,64,,,,33,,,,,,,
Türkiye,TUR,EUR,4,2020,Surveillance,1,,A,285,24,,,,,,,,,,,,,297,33,,,,56,,,,30,,,,,,,
Türkiye,TUR,EUR,5,2019,Surveillance,1,,A,370,33,,,,,,,,,,,,,381,37,,,,70,,,,35,,,,,,,
Türkiye,TUR,EUR,6,2018,Surveillance,1,,A,441,44,,,,,,,,,,,,,445,53,,,,104,,,,52,,,,,,,
Türkiye,TUR,EUR,7,2017,Surveillance,1,,A,543,61,,,,,,,,,,,,,546,77,,,,129,,,,76,,,,,,,
Türkiye,TUR,EUR,8,2016,Surveillance,1,,A,583,80,,,,11,,,,3,1,,,,,,,,,,,,,,,,,58,,,
Türkiye,TUR,EUR,9,2015,Surveillance,1,,A,570,102,,,,16,,,,,,,,,,,,,,,,,,,,,,72,,,
Türkiye,TUR,EUR,10,2013,Surveillance,1,,A,591,105,,,,13,,,,,,,,,,,,,,,,,,,,,,73,,,
Türkiye,TUR,EUR,11,2012,Surveillance,1,,A,641,140,,,,19,,,,,,,,,,,,,,,,,,,,,,80,,,
Tuvalu,TUV,WPR,1,2021,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,1,,,,0,,,,1,,,,,,,
Tuvalu,TUV,WPR,2,2020,Surveillance,1,,A,0,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Tuvalu,TUV,WPR,3,2018,Surveillance,1,,A,1,0,,,,,,,,,,,,,4,1,,,,0,,,,0,,,,,,,
United Republic of Tanzania,TZA,AFR,1,2024,Surveillance,1,,A,59,0,,,,,,,,,,,,,1511,98,,,,38,,,,21,,,,,,,
United Republic of Tanzania,TZA,AFR,2,2023,Surveillance,1,,A,458,1,,,,,,,,,,,,,1366,107,,,,50,,,,60,,,,,,,
United Republic of Tanzania,TZA,AFR,3,2022,Surveillance,1,,A,221,13,,,,,,,,,,,,,1083,88,,,,21,,,,25,,,,,,,
United Republic of Tanzania,TZA,AFR,4,2021,Surveillance,1,,A,216,12,,,,,,,,,,,,,1080,101,,,,20,,,,31,,,,,,,
United Republic of Tanzania,TZA,AFR,5,2019,Surveillance,1,,R,,,,,,,,,,,,,,,1090,133,,,,,,,,,,,,,,,
United Republic of Tanzania,TZA,AFR,6,2018,Surveillance,1,,R,46,44,,,,,,,,,,,,,1115,148,,,,46,,,,44,,,,,,,
United Republic of Tanzania,TZA,AFR,7,2018,Survey,1,,A,108,,5.0,1.0,8.9,,,,,,,,,,123,,7.3,2.7,11.9,,4.6,1.1,8.2,,6.5,2.3,10.6,,,,
United Republic of Tanzania,TZA,AFR,8,2016,Surveillance,1,,R,175,28,,,,8,,,,1667,78,,,,,,,,,,,,,,,,,9,,,
United Republic of Tanzania,TZA,AFR,9,2007,Survey,1,,A,127,,3.1,0.9,7.9,,1.6,0.2,5.6,,,,,,,,,,,,,,,,,,,,15.0,9.3,22.4
Uganda,UGA,AFR,1,2023,Surveillance,1,,A,67,29,,,,,,,,,,,,,3622,109,,,,32,,,,51,,,,,,,
Uganda,UGA,AFR,2,2011,Survey,1,,A,116,,12.1,6.8,19.4,,0.0,,,,,,,,,,,,,,,,,,,,,,5.2,1.9,10.0
Ukraine,UKR,EUR,1,2024,Surveillance,1,,A,3638,906,,,,,,,,,,,,,3638,1170,,,,1128,,,,1170,,,,,,,
Ukraine,UKR,EUR,2,2023,Surveillance,1,,A,3759,971,,,,,,,,,,,,,3759,1347,,,,1172,,,,1347,,,,,,,
Ukraine,UKR,EUR,3,2022,Surveillance,1,,A,3506,972,,,,,,,,,,,,,3506,1287,,,,1212,,,,1287,,,,,,,
Ukraine,UKR,EUR,4,2021,Surveillance,1,,A,3977,1218,,,,,,,,,,,,,3977,1607,,,,1451,,,,1607,,,,,,,
Ukraine,UKR,EUR,5,2020,Surveillance,1,,A,4025,1227,,,,,,,,,,,,,4025,1662,,,,1482,,,,1662,,,,,,,
Ukraine,UKR,EUR,6,2019,Surveillance,1,,A,5827,1902,,,,,,,,,,,,,5827,2498,,,,2350,,,,2498,,,,,,,
Ukraine,UKR,EUR,7,2018,Surveillance,1,,A,6219,2299,,,,,,,,,,,,,6219,2888,,,,2884,,,,2888,,,,,,,
Ukraine,UKR,EUR,8,2017,Surveillance,1,,A,6502,2414,,,,,,,,,,,,,6502,3113,,,,2989,,,,3113,,,,,,,
Ukraine,UKR,EUR,9,2016,Surveillance,1,,A,7050,2875,,,,620,,,,725,159,,,,,,,,,,,,,,,,,738,,,
Ukraine,UKR,EUR,10,2014,Survey,1,,A,313,,58.1,52.1,64.1,,0.3,0.0,0.9,,,,,,,,,,,,,,,,,,,,8.4,5.2,11.7
Ukraine,UKR,EUR,11,2012,Surveillance,1,,A,5925,1908,,,,325,,,,,,,,,,,,,,,,,,,,,,793,,,
Uruguay,URY,AMR,1,2024,Surveillance,1,,A,192,1,,,,,,,,,,,,,208,1,,,,4,,,,1,,,,,,,
Uruguay,URY,AMR,2,2020,Surveillance,1,,A,6,0,,,,,,,,,,,,,79,4,,,,3,,,,3,,,,,,,
Uruguay,URY,AMR,3,2018,Surveillance,1,,A,81,0,,,,,,,,,,,,,81,0,,,,1,,,,0,,,,,,,
Uruguay,URY,AMR,4,2017,Surveillance,1,,A,41,0,,,,,,,,,,,,,41,2,,,,1,,,,2,,,,,,,
Uruguay,URY,AMR,5,2016,Surveillance,1,,A,50,1,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,
Uruguay,URY,AMR,6,2015,Surveillance,1,,A,20,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Uruguay,URY,AMR,7,2012,Surveillance,1,,A,42,1,,,,2,,,,0,0,,,,,,,,,,,,,,,,,4,,,
Uruguay,URY,AMR,8,2011,Surveillance,1,,A,38,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Uruguay,URY,AMR,9,2005,Survey,1,,A,33,,6.06,0.74,20.23,,0.0,0.0,8.68,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.68
Uruguay,URY,AMR,10,1997,Survey,1,,A,16,,6.25,0.16,30.23,,12.5,1.55,38.35,,,,,,,,,,,,,,,,,,,,75.0,47.62,92.73
United States of America,USA,AMR,1,2023,Surveillance,1,,A,202,14,,,,,,,,,,,,,206,16,,,,24,,,,16,,,,,,,
United States of America,USA,AMR,2,2022,Surveillance,1,,A,380,19,,,,,,,,,,,,,384,24,,,,64,,,,24,,,,,,,
United States of America,USA,AMR,3,2021,Surveillance,1,,A,193,9,,,,,,,,,,,,,195,13,,,,25,,,,12,,,,,,,
United States of America,USA,AMR,4,2020,Surveillance,1,,A,189,8,,,,,,,,,,,,,189,9,,,,28,,,,9,,,,,,,
United States of America,USA,AMR,5,2019,Surveillance,1,,A,241,15,,,,,,,,,,,,,242,16,,,,37,,,,16,,,,,,,
United States of America,USA,AMR,6,2018,Surveillance,1,,A,241,16,,,,,,,,,,,,,242,18,,,,47,,,,18,,,,,,,
United States of America,USA,AMR,7,2017,Surveillance,1,,A,238,21,,,,,,,,,,,,,238,24,,,,48,,,,24,,,,,,,
United States of America,USA,AMR,8,2016,Surveillance,1,,A,266,14,,,,1,,,,,,,,,,,,,,,,,,,,,,36,,,
United States of America,USA,AMR,9,2015,Surveillance,1,,A,290,14,,,,2,,,,,,,,,,,,,,,,,,,,,,31,,,
United States of America,USA,AMR,10,2014,Surveillance,1,,A,298,22,,,,3,,,,,,,,,,,,,,,,,,,,,,36,,,
United States of America,USA,AMR,11,2013,Surveillance,1,,A,255,10,,,,2,,,,,,,,,,,,,,,,,,,,,,34,,,
United States of America,USA,AMR,12,2012,Surveillance,1,,A,339,10,,,,5,,,,0,0,,,,,,,,,,,,,,,,,39,,,
United States of America,USA,AMR,13,2011,Surveillance,1,,A,304,23,,,,6,,,,,,,,,,,,,,,,,,,,,,29,,,
United States of America,USA,AMR,14,2010,Surveillance,1,,A,345,17,,,,4,,,,,,,,,,,,,,,,,,,,,,34,,,
United States of America,USA,AMR,15,2009,Surveillance,1,,A,336,19,,,,24,,,,,,,,,,,,,,,,,,,,,,49,,,
United States of America,USA,AMR,16,2008,Surveillance,1,,A,427,20,,,,6,,,,,,,,,,,,,,,,,,,,,,35,,,
United States of America,USA,AMR,17,2007,Surveillance,1,,A,495,18,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,
United States of America,USA,AMR,18,2006,pre-2010 TME data collection,1,,A,494,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,19,2005,Surveillance,1,,A,505,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,20,2004,Surveillance,1,,A,537,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,21,2003,Surveillance,1,,A,524,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,22,2002,Surveillance,1,,A,569,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,23,2001,Surveillance,1,,A,629,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,24,2000,Surveillance,1,,A,632,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,25,1999,Surveillance,1,,A,669,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,26,1998,Surveillance,1,,A,749,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,27,1997,Surveillance,1,,A,742,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,28,1996,Surveillance,1,,A,862,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,29,1995,Surveillance,1,,A,958,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,30,1994,Surveillance,1,,A,1033,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,31,1993,Surveillance,1,,A,982,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,EUR,1,2024,Surveillance,1,,A,562,270,,,,,,,,,,,,,1414,554,,,,398,,,,294,,,,,,,
Uzbekistan,UZB,EUR,2,2023,Surveillance,1,,A,725,470,,,,,,,,,,,,,1814,542,,,,517,,,,542,,,,,,,
Uzbekistan,UZB,EUR,3,2023,Survey,1,,A,,,,,,,,,,,,,,,72,,40.9,33.9,48.3,,,,,,,,,,,,
Uzbekistan,UZB,EUR,4,2022,Surveillance,1,,A,1082,641,,,,,,,,,,,,,2094,693,,,,1002,,,,680,,,,,,,
Uzbekistan,UZB,EUR,5,2021,Surveillance,1,,A,1868,718,,,,,,,,,,,,,1868,740,,,,740,,,,740,,,,,,,
Uzbekistan,UZB,EUR,6,2020,Surveillance,1,,A,1499,673,,,,,,,,,,,,,1767,679,,,,929,,,,679,,,,,,,
Uzbekistan,UZB,EUR,7,2019,Surveillance,1,,A,2145,418,,,,,,,,,,,,,2145,467,,,,472,,,,467,,,,,,,
Uzbekistan,UZB,EUR,8,2018,Surveillance,1,,A,2013,424,,,,,,,,,,,,,2013,687,,,,542,,,,687,,,,,,,
Uzbekistan,UZB,EUR,9,2017,Surveillance,1,,A,1517,189,,,,,,,,,,,,,2087,1200,,,,787,,,,478,,,,,,,
Uzbekistan,UZB,EUR,10,2011,Survey,1,,A,332,,62.0,52.5,70.7,,0.5,0.1,2.1,,,,,,,,,,,,,,,,,,,,16.9,13.5,21.1
Saint Vincent and the Grenadines,VCT,AMR,1,2022,Surveillance,1,,A,0,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,2,2014,Surveillance,1,,R,0,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,
Venezuela (Bolivarian Republic of),VEN,AMR,1,1999,Survey,1,,A,104,,13.46,7.56,21.55,,4.81,1.58,10.86,,,,,,,,,,,,,,,,,,,,9.62,4.71,16.97
Viet Nam,VNM,WPR,1,2024,Surveillance,1,,A,,,,,,,,,,,,,,,9152,1268,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,2,2023,Surveillance,1,,A,3152,535,,,,,,,,,,,,,7347,1355,,,,1039,,,,651,,,,,,,
Viet Nam,VNM,WPR,3,2021,Surveillance,1,,A,3438,573,,,,,,,,,,,,,4583,668,,,,1220,,,,609,,,,,,,
Viet Nam,VNM,WPR,4,2020,Surveillance,1,,A,1522,496,,,,,,,,,,,,,6113,989,,,,738,,,,532,,,,,,,
Viet Nam,VNM,WPR,5,2018,Surveillance,1,,A,523,305,,,,,,,,,,,,,7193,1253,,,,360,,,,348,,,,,,,
Viet Nam,VNM,WPR,6,2017,Surveillance,1,,R,460,333,,,,,,,,,,,,,7520,1308,,,,354,,,,361,,,,,,,
Viet Nam,VNM,WPR,7,2016,Surveillance,1,,R,540,443,,,,26,,,,7551,1657,,,,,,,,,,,,,,,,,39,,,
Viet Nam,VNM,WPR,8,2015,Surveillance,1,,R,405,232,,,,8,,,,7117,1667,,,,,,,,,,,,,,,,,40,,,
Viet Nam,VNM,WPR,9,2012,Survey,1,,A,195,,23.3,16.7,29.9,,1.0,0.1,3.7,,,,,,,,,,,,,,,,,,,,17.4,12.4,23.5
Viet Nam,VNM,WPR,10,2006,Survey,1,,A,207,,19.32,14.18,25.37,,1.93,0.53,4.87,,,,,,,,,,,,,,,,,,,,24.15,18.49,30.57
Vanuatu,VUT,WPR,1,2023,Surveillance,1,,A,0,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Vanuatu,VUT,WPR,2,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Samoa,WSM,WPR,1,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Samoa,WSM,WPR,2,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Yemen,YEM,EMR,1,2024,Surveillance,1,,R,49,12,,,,,,,,,,,,,161,36,,,,13,,,,23,,,,,,,
Yemen,YEM,EMR,2,2011,Survey,1,,A,129,,14.9,8.1,21.7,,3.2,0.1,6.3,,,,,,,,,,,,,,,,,,,,1.5,0.0,3.6
Yemen,YEM,EMR,3,2004,Survey,1,,A,53,,11.32,4.27,23.03,,0.0,0.0,5.5,,,,,,,,,,,,,,,,,,,,1.89,0.05,10.07
South Africa,ZAF,AFR,1,2023,Surveillance,1,,A,1936,1143,,,,,,,,,,,,,13784,2937,,,,1143,,,,1936,,,,,,,
South Africa,ZAF,AFR,2,2022,Surveillance,1,,A,1728,943,,,,,,,,,,,,,16566,1685,,,,986,,,,1685,,,,,,,
South Africa,ZAF,AFR,3,2014,Survey,1,,A,2165,,4.6,3.2,6.0,,2.5,1.2,3.7,,,7.1,4.8,9.5,,,,,,,,,,,,,,,6.5,5.1,7.9
South Africa,ZAF,AFR,4,2002,Survey,1,,A,1465,,6.69,5.43,8.15,,1.23,0.73,1.94,,,,,,,,,,,,,,,,,,,,5.12,4.03,6.42
Zambia,ZMB,AFR,1,2024,Surveillance,1,,A,142,24,,,,,,,,,,,,,3318,142,,,,32,,,,134,,,,,,,
Zambia,ZMB,AFR,2,2020,Survey,1,,A,,,,,,,,,,,,,,,121,,9.3,5.0,16.5,,,,,,,,,,,,
Zambia,ZMB,AFR,3,2008,Survey,1,,A,136,,8.1,4.1,14.0,,10.3,5.7,16.6,,,,,,,,,,,,,,,,,,,,11.8,6.9,18.4
Zambia,ZMB,AFR,4,2000,Survey,1,,A,44,,2.27,0.06,12.02,,0.0,0.0,6.58,,,,,,,,,,,,,,,,,,,,4.55,0.56,15.47
Zimbabwe,ZWE,AFR,1,2024,Surveillance,1,,A,,,,,,,,,,,,,,,457,32,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,2,2023,Surveillance,1,,A,,,,,,,,,,,,,,,381,31,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,3,2022,Surveillance,1,,A,,,,,,,,,,,,,,,419,72,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,4,2020,Surveillance,1,,A,90,37,,,,,,,,,,,,,410,100,,,,37,,,,46,,,,,,,
Zimbabwe,ZWE,AFR,5,2016,Survey,1,,A,141,,6.4,2.4,10.3,,,,,141,,14.2,8.9,19.5,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,6,1995,Survey,1,,A,36,,8.33,1.75,22.47,,0.0,0.0,7.98,,,,,,,,,,,,,,,,,,,,5.56,0.68,18.66
